,Stand: 09.08.2021,total,in Prozent
0,Unbekannt,21948,48.7
1,Familie,13927,30.9
2,Einreise Ausland,824,1.8
3,Arbeitsplatz,3777,8.4
4,Schule,808,1.8
5,Bekannte/Nachbarn,2076,4.6
6,Club/Bar,62,0.1
7,Veranstaltung privat,630,1.4
8,Heime,836,1.9
9,Restaurant/Lokal,26,0.1
10,Veranstaltung öffentlich,48,0.1
11,Arzt/Spital,75,0.2
12,Geschäfte und Läden,46,0.1
13,Militär/WK/Zivildienst,14,0.0
