,Stand: 22.03.2021,total,in Prozent
0,Unbekannt,17423,50.3
1,Familie,9991,28.8
2,Einreise Ausland,393,1.1
3,Arbeitsplatz,3083,8.9
4,Schule,492,1.4
5,Bekannte/Nachbarn,1750,5.0
6,Club/Bar,31,0.1
7,Veranstaltung privat,604,1.7
8,Heime,789,2.3
9,Restaurant/Lokal,20,0.1
10,Veranstaltung öffentlich,16,0.0
11,Arzt/Spital,54,0.2
12,Geschäfte und Läden,16,0.0
13,Militär/WK/Zivildienst,4,0.0
