,Stand: 18.10.2021,total,in Prozent
0,Unbekannt,25958,47.0
1,Familie,16956,30.7
2,Einreise Ausland,1831,3.3
3,Arbeitsplatz,4242,7.7
4,Schule,1887,3.4
5,Bekannte/Nachbarn,2381,4.3
6,Club/Bar,108,0.2
7,Veranstaltung privat,661,1.2
8,Heime,857,1.6
9,Restaurant/Lokal,44,0.1
10,Veranstaltung öffentlich,81,0.1
11,Arzt/Spital,105,0.2
12,Geschäfte und Läden,73,0.1
13,Militär/WK/Zivildienst,23,0.0
