,Stand: 13.08.2021,total,in Prozent
0,Unbekannt,22190,48.4
1,Familie,14114,30.8
2,Einreise Ausland,1082,2.4
3,Arbeitsplatz,3792,8.3
4,Schule,811,1.8
5,Bekannte/Nachbarn,2082,4.5
6,Club/Bar,69,0.2
7,Veranstaltung privat,630,1.4
8,Heime,841,1.8
9,Restaurant/Lokal,29,0.1
10,Veranstaltung öffentlich,50,0.1
11,Arzt/Spital,78,0.2
12,Geschäfte und Läden,48,0.1
13,Militär/WK/Zivildienst,15,0.0
