,Stand: 10.02.2022,total,in Prozent
0,Unbekannt,72410,49.8
1,Familie,42404,29.2
2,Einreise Ausland,2471,1.7
3,Arbeitsplatz,5194,3.6
4,Schule,8189,5.6
5,Bekannte/Nachbarn,8717,6.0
6,Club/Bar,718,0.5
7,Veranstaltung privat,790,0.5
8,Heime,1635,1.1
9,Restaurant/Lokal,386,0.3
10,Veranstaltung öffentlich,221,0.2
11,Arzt/Spital,724,0.5
12,Geschäfte und Läden,1399,1.0
13,Militär/WK/Zivildienst,155,0.1
