,Stand: 24.02.2022,total,in Prozent
0,Unbekannt,82515,49.9
1,Familie,47588,28.8
2,Einreise Ausland,2653,1.6
3,Arbeitsplatz,6141,3.7
4,Schule,8941,5.4
5,Bekannte/Nachbarn,10435,6.3
6,Club/Bar,931,0.6
7,Veranstaltung privat,824,0.5
8,Heime,1737,1.1
9,Restaurant/Lokal,502,0.3
10,Veranstaltung öffentlich,254,0.2
11,Arzt/Spital,832,0.5
12,Geschäfte und Läden,1708,1.0
13,Militär/WK/Zivildienst,211,0.1
