,Stand: 18.01.2022,total,in Prozent
0,Unbekannt,44578,46.9
1,Familie,29012,30.5
2,Einreise Ausland,2272,2.4
3,Arbeitsplatz,5164,5.4
4,Schule,4434,4.7
5,Bekannte/Nachbarn,5529,5.8
6,Club/Bar,512,0.5
7,Veranstaltung privat,751,0.8
8,Heime,1295,1.4
9,Restaurant/Lokal,208,0.2
10,Veranstaltung öffentlich,173,0.2
11,Arzt/Spital,359,0.4
12,Geschäfte und Läden,694,0.7
13,Militär/WK/Zivildienst,59,0.1
