,Stand: 07.02.2022,total,in Prozent
0,Unbekannt,69005,49.5
1,Familie,40853,29.3
2,Einreise Ausland,2431,1.7
3,Arbeitsplatz,5192,3.7
4,Schule,7944,5.7
5,Bekannte/Nachbarn,8309,6.0
6,Club/Bar,684,0.5
7,Veranstaltung privat,787,0.6
8,Heime,1575,1.1
9,Restaurant/Lokal,347,0.2
10,Veranstaltung öffentlich,212,0.2
11,Arzt/Spital,683,0.5
12,Geschäfte und Läden,1316,0.9
13,Militär/WK/Zivildienst,140,0.1
