,Stand: 05.03.2021,total,in Prozent
0,Unbekannt,16621,50.7
1,Familie,9260,28.3
2,Einreise Ausland,386,1.2
3,Arbeitsplatz,2941,9.0
4,Schule,368,1.1
5,Bekannte/Nachbarn,1680,5.1
6,Club/Bar,30,0.1
7,Veranstaltung privat,599,1.8
8,Heime,780,2.4
9,Restaurant/Lokal,18,0.1
10,Veranstaltung öffentlich,16,0.0
11,Arzt/Spital,40,0.1
12,Geschäfte und Läden,12,0.0
13,Militär/WK/Zivildienst,4,0.0
