,Stand: 04.01.2021,total,in Prozent
0,Unbekannt,12785,51.9
1,Familie,6945,28.2
2,Einreise Ausland,342,1.4
3,Arbeitsplatz,2203,8.9
4,Schule,149,0.6
5,Bekannte/Nachbarn,1274,5.2
6,Club/Bar,30,0.1
7,Veranstaltung privat,577,2.3
8,Heime,271,1.1
9,Restaurant/Lokal,15,0.1
10,Veranstaltung öffentlich,11,0.0
11,Arzt/Spital,26,0.1
12,Geschäfte und Läden,6,0.0
13,Militär/WK/Zivildienst,4,0.0
