,Stand: 18.10.2020,total,in Prozent
0,Unbekannt,1066,49.5
1,Familie,482,22.4
2,Einreise Ausland,236,11.0
3,Arbeitsplatz,153,7.1
4,Schule,38,1.8
5,Bekannte/Nachbarn,62,2.9
6,Club/Bar,28,1.3
7,Veranstaltung privat,54,2.5
8,Heime,19,0.9
9,Restaurant/Lokal,10,0.5
10,Veranstaltung öffentlich,2,0.1
11,Arzt/Spital,2,0.1
12,Geschäfte und Läden,2,0.1
13,Militär/WK/Zivildienst,1,0.0
