,Stand: 11.05.2021,total,in Prozent
0,Unbekannt,20572,49.2
1,Familie,12860,30.8
2,Einreise Ausland,429,1.0
3,Arbeitsplatz,3629,8.7
4,Schule,704,1.7
5,Bekannte/Nachbarn,2001,4.8
6,Club/Bar,31,0.1
7,Veranstaltung privat,615,1.5
8,Heime,830,2.0
9,Restaurant/Lokal,24,0.1
10,Veranstaltung öffentlich,18,0.0
11,Arzt/Spital,68,0.2
12,Geschäfte und Läden,29,0.1
13,Militär/WK/Zivildienst,8,0.0
