,Stand: 02.12.2021,total,in Prozent
0,Unbekannt,29372,45.9
1,Familie,19905,31.1
2,Einreise Ausland,1955,3.1
3,Arbeitsplatz,4736,7.4
4,Schule,2893,4.5
5,Bekannte/Nachbarn,2749,4.3
6,Club/Bar,154,0.2
7,Veranstaltung privat,698,1.1
8,Heime,1010,1.6
9,Restaurant/Lokal,62,0.1
10,Veranstaltung öffentlich,109,0.2
11,Arzt/Spital,143,0.2
12,Geschäfte und Läden,131,0.2
13,Militär/WK/Zivildienst,29,0.0
