,Stand: 07.06.2021,total,in Prozent
0,Unbekannt,21205,49.0
1,Familie,13445,31.1
2,Einreise Ausland,438,1.0
3,Arbeitsplatz,3690,8.5
4,Schule,788,1.8
5,Bekannte/Nachbarn,2042,4.7
6,Club/Bar,31,0.1
7,Veranstaltung privat,616,1.4
8,Heime,836,1.9
9,Restaurant/Lokal,24,0.1
10,Veranstaltung öffentlich,18,0.0
11,Arzt/Spital,74,0.2
12,Geschäfte und Läden,35,0.1
13,Militär/WK/Zivildienst,10,0.0
