,Stand: 29.09.2021,total,in Prozent
0,Unbekannt,25479,47.0
1,Familie,16652,30.7
2,Einreise Ausland,1796,3.3
3,Arbeitsplatz,4185,7.7
4,Schule,1831,3.4
5,Bekannte/Nachbarn,2350,4.3
6,Club/Bar,101,0.2
7,Veranstaltung privat,658,1.2
8,Heime,854,1.6
9,Restaurant/Lokal,43,0.1
10,Veranstaltung öffentlich,76,0.1
11,Arzt/Spital,103,0.2
12,Geschäfte und Läden,69,0.1
13,Militär/WK/Zivildienst,21,0.0
