,Stand: 07.01.2021,total,in Prozent
0,Unbekannt,13310,52.1
1,Familie,7145,27.9
2,Einreise Ausland,347,1.4
3,Arbeitsplatz,2307,9.0
4,Schule,149,0.6
5,Bekannte/Nachbarn,1360,5.3
6,Club/Bar,30,0.1
7,Veranstaltung privat,580,2.3
8,Heime,276,1.1
9,Restaurant/Lokal,15,0.1
10,Veranstaltung öffentlich,11,0.0
11,Arzt/Spital,27,0.1
12,Geschäfte und Läden,6,0.0
13,Militär/WK/Zivildienst,4,0.0
