,Stand: 05.01.2022,total,in Prozent
0,Unbekannt,35804,45.6
1,Familie,24752,31.5
2,Einreise Ausland,2029,2.6
3,Arbeitsplatz,5104,6.5
4,Schule,4123,5.3
5,Bekannte/Nachbarn,3717,4.7
6,Club/Bar,247,0.3
7,Veranstaltung privat,729,0.9
8,Heime,1180,1.5
9,Restaurant/Lokal,121,0.2
10,Veranstaltung öffentlich,131,0.2
11,Arzt/Spital,241,0.3
12,Geschäfte und Läden,310,0.4
13,Militär/WK/Zivildienst,45,0.1
