,Stand: 20.12.2021,total,in Prozent
0,Unbekannt,30965,45.3
1,Familie,21626,31.6
2,Einreise Ausland,1973,2.9
3,Arbeitsplatz,4947,7.2
4,Schule,3342,4.9
5,Bekannte/Nachbarn,2989,4.4
6,Club/Bar,170,0.2
7,Veranstaltung privat,704,1.0
8,Heime,1106,1.6
9,Restaurant/Lokal,75,0.1
10,Veranstaltung öffentlich,114,0.2
11,Arzt/Spital,172,0.3
12,Geschäfte und Läden,166,0.2
13,Militär/WK/Zivildienst,37,0.1
