,Stand: 16.02.2022,total,in Prozent
0,Unbekannt,77210,50.1
1,Familie,44736,29.0
2,Einreise Ausland,2554,1.7
3,Arbeitsplatz,5340,3.5
4,Schule,8375,5.4
5,Bekannte/Nachbarn,9431,6.1
6,Club/Bar,805,0.5
7,Veranstaltung privat,799,0.5
8,Heime,1705,1.1
9,Restaurant/Lokal,425,0.3
10,Veranstaltung öffentlich,232,0.2
11,Arzt/Spital,794,0.5
12,Geschäfte und Läden,1523,1.0
13,Militär/WK/Zivildienst,178,0.1
