,Stand: 15.01.2021,total,in Prozent
0,Unbekannt,14057,51.5
1,Familie,7683,28.1
2,Einreise Ausland,360,1.3
3,Arbeitsplatz,2532,9.3
4,Schule,156,0.6
5,Bekannte/Nachbarn,1459,5.3
6,Club/Bar,30,0.1
7,Veranstaltung privat,590,2.2
8,Heime,371,1.4
9,Restaurant/Lokal,15,0.1
10,Veranstaltung öffentlich,16,0.1
11,Arzt/Spital,28,0.1
12,Geschäfte und Läden,9,0.0
13,Militär/WK/Zivildienst,4,0.0
