,Stand: 20.01.2022,total,in Prozent
0,Unbekannt,46717,47.2
1,Familie,29982,30.3
2,Einreise Ausland,2294,2.3
3,Arbeitsplatz,5169,5.2
4,Schule,4736,4.8
5,Bekannte/Nachbarn,5819,5.9
6,Club/Bar,528,0.5
7,Veranstaltung privat,755,0.8
8,Heime,1319,1.3
9,Restaurant/Lokal,216,0.2
10,Veranstaltung öffentlich,179,0.2
11,Arzt/Spital,390,0.4
12,Geschäfte und Läden,748,0.8
13,Militär/WK/Zivildienst,65,0.1
