,Stand: 11.11.2021,total,in Prozent
0,Unbekannt,27298,46.8
1,Familie,17926,30.7
2,Einreise Ausland,1919,3.3
3,Arbeitsplatz,4423,7.6
4,Schule,2172,3.7
5,Bekannte/Nachbarn,2498,4.3
6,Club/Bar,128,0.2
7,Veranstaltung privat,686,1.2
8,Heime,882,1.5
9,Restaurant/Lokal,49,0.1
10,Veranstaltung öffentlich,90,0.2
11,Arzt/Spital,117,0.2
12,Geschäfte und Läden,95,0.2
13,Militär/WK/Zivildienst,25,0.0
