,Stand: 29.01.2021,total,in Prozent
0,Unbekannt,15231,51.2
1,Familie,8251,27.7
2,Einreise Ausland,361,1.2
3,Arbeitsplatz,2724,9.2
4,Schule,254,0.9
5,Bekannte/Nachbarn,1571,5.3
6,Club/Bar,30,0.1
7,Veranstaltung privat,593,2.0
8,Heime,667,2.2
9,Restaurant/Lokal,15,0.1
10,Veranstaltung öffentlich,16,0.1
11,Arzt/Spital,28,0.1
12,Geschäfte und Läden,10,0.0
13,Militär/WK/Zivildienst,4,0.0
