,Stand: 18.08.2021,total,in Prozent
0,Unbekannt,22504,48.2
1,Familie,14299,30.6
2,Einreise Ausland,1325,2.8
3,Arbeitsplatz,3823,8.2
4,Schule,867,1.9
5,Bekannte/Nachbarn,2103,4.5
6,Club/Bar,74,0.2
7,Veranstaltung privat,633,1.4
8,Heime,845,1.8
9,Restaurant/Lokal,31,0.1
10,Veranstaltung öffentlich,53,0.1
11,Arzt/Spital,80,0.2
12,Geschäfte und Läden,52,0.1
13,Militär/WK/Zivildienst,17,0.0
