,Stand: 16.12.2021,total,in Prozent
0,Unbekannt,30387,45.4
1,Familie,21114,31.5
2,Einreise Ausland,1969,2.9
3,Arbeitsplatz,4891,7.3
4,Schule,3201,4.8
5,Bekannte/Nachbarn,2914,4.4
6,Club/Bar,165,0.2
7,Veranstaltung privat,703,1.0
8,Heime,1098,1.6
9,Restaurant/Lokal,72,0.1
10,Veranstaltung öffentlich,114,0.2
11,Arzt/Spital,167,0.2
12,Geschäfte und Läden,153,0.2
13,Militär/WK/Zivildienst,36,0.1
