,Stand: 10.12.2021,total,in Prozent
0,Unbekannt,29970,32.3
1,Familie,20555,22.2
2,Einreise Ausland,1965,2.1
3,Arbeitsplatz,4843,5.2
4,Schule,30081,32.4
5,Bekannte/Nachbarn,2849,3.1
6,Club/Bar,160,0.2
7,Veranstaltung privat,703,0.8
8,Heime,1070,1.2
9,Restaurant/Lokal,67,0.1
10,Veranstaltung öffentlich,112,0.1
11,Arzt/Spital,161,0.2
12,Geschäfte und Läden,140,0.2
13,Militär/WK/Zivildienst,35,0.0
