,Stand: 22.10.2020,total,in Prozent
0,Unbekannt,1181,49.6
1,Familie,554,23.2
2,Einreise Ausland,237,9.9
3,Arbeitsplatz,172,7.2
4,Schule,44,1.8
5,Bekannte/Nachbarn,63,2.6
6,Club/Bar,30,1.3
7,Veranstaltung privat,62,2.6
8,Heime,22,0.9
9,Restaurant/Lokal,10,0.4
10,Veranstaltung öffentlich,3,0.1
11,Arzt/Spital,2,0.1
12,Geschäfte und Läden,2,0.1
13,Militär/WK/Zivildienst,1,0.0
