,Stand: 29.12.2021,total,in Prozent
0,Unbekannt,33865,45.6
1,Familie,23305,31.4
2,Einreise Ausland,1998,2.7
3,Arbeitsplatz,5069,6.8
4,Schule,3997,5.4
5,Bekannte/Nachbarn,3286,4.4
6,Club/Bar,191,0.3
7,Veranstaltung privat,711,1.0
8,Heime,1154,1.6
9,Restaurant/Lokal,92,0.1
10,Veranstaltung öffentlich,123,0.2
11,Arzt/Spital,216,0.3
12,Geschäfte und Läden,237,0.3
13,Militär/WK/Zivildienst,44,0.1
