,Stand: 16.02.2021,total,in Prozent
0,Unbekannt,16048,50.8
1,Familie,8867,28.1
2,Einreise Ausland,366,1.2
3,Arbeitsplatz,2846,9.0
4,Schule,340,1.1
5,Bekannte/Nachbarn,1643,5.2
6,Club/Bar,30,0.1
7,Veranstaltung privat,594,1.9
8,Heime,766,2.4
9,Restaurant/Lokal,15,0.0
10,Veranstaltung öffentlich,16,0.1
11,Arzt/Spital,29,0.1
12,Geschäfte und Läden,10,0.0
13,Militär/WK/Zivildienst,4,0.0
