,Stand: 05.11.2020,total,in Prozent
0,Unbekannt,3630,58.6
1,Familie,1376,22.2
2,Einreise Ausland,275,4.4
3,Arbeitsplatz,346,5.6
4,Schule,87,1.4
5,Bekannte/Nachbarn,155,2.5
6,Club/Bar,30,0.5
7,Veranstaltung privat,165,2.7
8,Heime,95,1.5
9,Restaurant/Lokal,13,0.2
10,Veranstaltung öffentlich,9,0.1
11,Arzt/Spital,4,0.1
12,Geschäfte und Läden,3,0.0
13,Militär/WK/Zivildienst,2,0.0
