,Stand: 31.08.2021,total,in Prozent
0,Unbekannt,23412,47.7
1,Familie,15016,30.6
2,Einreise Ausland,1597,3.3
3,Arbeitsplatz,3940,8.0
4,Schule,1155,2.4
5,Bekannte/Nachbarn,2182,4.4
6,Club/Bar,85,0.2
7,Veranstaltung privat,637,1.3
8,Heime,849,1.7
9,Restaurant/Lokal,34,0.1
10,Veranstaltung öffentlich,60,0.1
11,Arzt/Spital,85,0.2
12,Geschäfte und Läden,60,0.1
13,Militär/WK/Zivildienst,18,0.0
