,Stand: 19.01.2022,total,in Prozent
0,Unbekannt,45695,47.1
1,Familie,29452,30.4
2,Einreise Ausland,2282,2.4
3,Arbeitsplatz,5169,5.3
4,Schule,4573,4.7
5,Bekannte/Nachbarn,5661,5.8
6,Club/Bar,515,0.5
7,Veranstaltung privat,751,0.8
8,Heime,1308,1.3
9,Restaurant/Lokal,212,0.2
10,Veranstaltung öffentlich,177,0.2
11,Arzt/Spital,368,0.4
12,Geschäfte und Läden,714,0.7
13,Militär/WK/Zivildienst,60,0.1
