,Stand: 27.12.2021,total,in Prozent
0,Unbekannt,33328,45.6
1,Familie,22885,31.3
2,Einreise Ausland,1985,2.7
3,Arbeitsplatz,5047,6.9
4,Schule,3919,5.4
5,Bekannte/Nachbarn,3222,4.4
6,Club/Bar,186,0.3
7,Veranstaltung privat,710,1.0
8,Heime,1139,1.6
9,Restaurant/Lokal,87,0.1
10,Veranstaltung öffentlich,119,0.2
11,Arzt/Spital,203,0.3
12,Geschäfte und Läden,222,0.3
13,Militär/WK/Zivildienst,43,0.1
