,Stand: 11.08.2021,total,in Prozent
0,Unbekannt,22052,48.5
1,Familie,13999,30.8
2,Einreise Ausland,973,2.1
3,Arbeitsplatz,3789,8.3
4,Schule,809,1.8
5,Bekannte/Nachbarn,2080,4.6
6,Club/Bar,63,0.1
7,Veranstaltung privat,630,1.4
8,Heime,840,1.8
9,Restaurant/Lokal,29,0.1
10,Veranstaltung öffentlich,48,0.1
11,Arzt/Spital,77,0.2
12,Geschäfte und Läden,46,0.1
13,Militär/WK/Zivildienst,14,0.0
