,Stand: 07.12.2021,total,in Prozent
0,Unbekannt,29750,45.7
1,Familie,20311,31.2
2,Einreise Ausland,1961,3.0
3,Arbeitsplatz,4797,7.4
4,Schule,3025,4.6
5,Bekannte/Nachbarn,2811,4.3
6,Club/Bar,157,0.2
7,Veranstaltung privat,700,1.1
8,Heime,1047,1.6
9,Restaurant/Lokal,64,0.1
10,Veranstaltung öffentlich,111,0.2
11,Arzt/Spital,158,0.2
12,Geschäfte und Läden,135,0.2
13,Militär/WK/Zivildienst,35,0.1
