,Stand: 20.08.2021,total,in Prozent
0,Unbekannt,22659,48.1
1,Familie,14398,30.6
2,Einreise Ausland,1390,3.0
3,Arbeitsplatz,3851,8.2
4,Schule,910,1.9
5,Bekannte/Nachbarn,2119,4.5
6,Club/Bar,76,0.2
7,Veranstaltung privat,633,1.3
8,Heime,846,1.8
9,Restaurant/Lokal,31,0.1
10,Veranstaltung öffentlich,53,0.1
11,Arzt/Spital,80,0.2
12,Geschäfte und Läden,54,0.1
13,Militär/WK/Zivildienst,17,0.0
