,Stand: 21.02.2022,total,in Prozent
0,Unbekannt,80321,50.0
1,Familie,46479,28.9
2,Einreise Ausland,2615,1.6
3,Arbeitsplatz,5785,3.6
4,Schule,8641,5.4
5,Bekannte/Nachbarn,10017,6.2
6,Club/Bar,858,0.5
7,Veranstaltung privat,811,0.5
8,Heime,1726,1.1
9,Restaurant/Lokal,468,0.3
10,Veranstaltung öffentlich,243,0.2
11,Arzt/Spital,823,0.5
12,Geschäfte und Läden,1633,1.0
13,Militär/WK/Zivildienst,197,0.1
