,Stand: 05.05.2021,total,in Prozent
0,Unbekannt,20281,49.3
1,Familie,12598,30.6
2,Einreise Ausland,427,1.0
3,Arbeitsplatz,3592,8.7
4,Schule,667,1.6
5,Bekannte/Nachbarn,1977,4.8
6,Club/Bar,31,0.1
7,Veranstaltung privat,615,1.5
8,Heime,828,2.0
9,Restaurant/Lokal,23,0.1
10,Veranstaltung öffentlich,18,0.0
11,Arzt/Spital,67,0.2
12,Geschäfte und Läden,29,0.1
13,Militär/WK/Zivildienst,8,0.0
