,Stand: 16.09.2021,total,in Prozent
0,Unbekannt,24650,47.1
1,Familie,16104,30.7
2,Einreise Ausland,1738,3.3
3,Arbeitsplatz,4102,7.8
4,Schule,1612,3.1
5,Bekannte/Nachbarn,2294,4.4
6,Club/Bar,94,0.2
7,Veranstaltung privat,650,1.2
8,Heime,852,1.6
9,Restaurant/Lokal,42,0.1
10,Veranstaltung öffentlich,66,0.1
11,Arzt/Spital,92,0.2
12,Geschäfte und Läden,63,0.1
13,Militär/WK/Zivildienst,21,0.0
