,Stand: 03.01.2022,total,in Prozent
0,Unbekannt,35015,45.6
1,Familie,24090,31.4
2,Einreise Ausland,2009,2.6
3,Arbeitsplatz,5092,6.6
4,Schule,4093,5.3
5,Bekannte/Nachbarn,3508,4.6
6,Club/Bar,217,0.3
7,Veranstaltung privat,722,0.9
8,Heime,1169,1.5
9,Restaurant/Lokal,113,0.1
10,Veranstaltung öffentlich,130,0.2
11,Arzt/Spital,232,0.3
12,Geschäfte und Läden,278,0.4
13,Militär/WK/Zivildienst,44,0.1
