,Stand: 11.01.2022,total,in Prozent
0,Unbekannt,39567,45.8
1,Familie,26900,31.2
2,Einreise Ausland,2157,2.5
3,Arbeitsplatz,5131,5.9
4,Schule,4188,4.9
5,Bekannte/Nachbarn,4770,5.5
6,Club/Bar,429,0.5
7,Veranstaltung privat,742,0.9
8,Heime,1233,1.4
9,Restaurant/Lokal,158,0.2
10,Veranstaltung öffentlich,152,0.2
11,Arzt/Spital,292,0.3
12,Geschäfte und Läden,528,0.6
13,Militär/WK/Zivildienst,53,0.1
