,Stand: 15.09.2021,total,in Prozent
0,Unbekannt,24564,47.1
1,Familie,16052,30.8
2,Einreise Ausland,1734,3.3
3,Arbeitsplatz,4092,7.8
4,Schule,1577,3.0
5,Bekannte/Nachbarn,2284,4.4
6,Club/Bar,94,0.2
7,Veranstaltung privat,650,1.2
8,Heime,852,1.6
9,Restaurant/Lokal,41,0.1
10,Veranstaltung öffentlich,64,0.1
11,Arzt/Spital,91,0.2
12,Geschäfte und Läden,62,0.1
13,Militär/WK/Zivildienst,21,0.0
