,Stand: 05.01.2021,total,in Prozent
0,Unbekannt,12814,51.5
1,Familie,7014,28.2
2,Einreise Ausland,345,1.4
3,Arbeitsplatz,2287,9.2
4,Schule,149,0.6
5,Bekannte/Nachbarn,1345,5.4
6,Club/Bar,30,0.1
7,Veranstaltung privat,580,2.3
8,Heime,275,1.1
9,Restaurant/Lokal,15,0.1
10,Veranstaltung öffentlich,11,0.0
11,Arzt/Spital,27,0.1
12,Geschäfte und Läden,6,0.0
13,Militär/WK/Zivildienst,4,0.0
