,Stand: 10.01.2022,total,in Prozent
0,Unbekannt,38746,45.8
1,Familie,26460,31.3
2,Einreise Ausland,2125,2.5
3,Arbeitsplatz,5121,6.0
4,Schule,4167,4.9
5,Bekannte/Nachbarn,4571,5.4
6,Club/Bar,399,0.5
7,Veranstaltung privat,741,0.9
8,Heime,1222,1.4
9,Restaurant/Lokal,147,0.2
10,Veranstaltung öffentlich,147,0.2
11,Arzt/Spital,274,0.3
12,Geschäfte und Läden,477,0.6
13,Militär/WK/Zivildienst,52,0.1
