,Stand: 27.01.2022,total,in Prozent
0,Unbekannt,54904,47.9
1,Familie,34360,30.0
2,Einreise Ausland,2338,2.0
3,Arbeitsplatz,5177,4.5
4,Schule,6230,5.4
5,Bekannte/Nachbarn,6799,5.9
6,Club/Bar,577,0.5
7,Veranstaltung privat,772,0.7
8,Heime,1425,1.2
9,Restaurant/Lokal,263,0.2
10,Veranstaltung öffentlich,193,0.2
11,Arzt/Spital,501,0.4
12,Geschäfte und Läden,959,0.8
13,Militär/WK/Zivildienst,87,0.1
