,Stand: 09.07.2021,total,in Prozent
0,Unbekannt,21393,49.0
1,Familie,13591,31.1
2,Einreise Ausland,455,1.0
3,Arbeitsplatz,3711,8.5
4,Schule,798,1.8
5,Bekannte/Nachbarn,2046,4.7
6,Club/Bar,32,0.1
7,Veranstaltung privat,621,1.4
8,Heime,836,1.9
9,Restaurant/Lokal,24,0.1
10,Veranstaltung öffentlich,19,0.0
11,Arzt/Spital,74,0.2
12,Geschäfte und Läden,35,0.1
13,Militär/WK/Zivildienst,10,0.0
