,Stand: 12.04.2021,total,in Prozent
0,Unbekannt,18780,49.6
1,Familie,11302,29.9
2,Einreise Ausland,413,1.1
3,Arbeitsplatz,3303,8.7
4,Schule,642,1.7
5,Bekannte/Nachbarn,1853,4.9
6,Club/Bar,31,0.1
7,Veranstaltung privat,610,1.6
8,Heime,790,2.1
9,Restaurant/Lokal,20,0.1
10,Veranstaltung öffentlich,16,0.0
11,Arzt/Spital,60,0.2
12,Geschäfte und Läden,22,0.1
13,Militär/WK/Zivildienst,6,0.0
