,Stand: 03.03.2022,total,in Prozent
0,Unbekannt,87841,49.6
1,Familie,50324,28.4
2,Einreise Ausland,2729,1.5
3,Arbeitsplatz,7066,4.0
4,Schule,9693,5.5
5,Bekannte/Nachbarn,11463,6.5
6,Club/Bar,1151,0.7
7,Veranstaltung privat,902,0.5
8,Heime,1799,1.0
9,Restaurant/Lokal,571,0.3
10,Veranstaltung öffentlich,372,0.2
11,Arzt/Spital,862,0.5
12,Geschäfte und Läden,1900,1.1
13,Militär/WK/Zivildienst,257,0.1
