,Stand: 16.04.2021,total,in Prozent
0,Unbekannt,19089,49.5
1,Familie,11593,30.1
2,Einreise Ausland,419,1.1
3,Arbeitsplatz,3365,8.7
4,Schule,649,1.7
5,Bekannte/Nachbarn,1872,4.9
6,Club/Bar,31,0.1
7,Veranstaltung privat,610,1.6
8,Heime,792,2.1
9,Restaurant/Lokal,21,0.1
10,Veranstaltung öffentlich,16,0.0
11,Arzt/Spital,60,0.2
12,Geschäfte und Läden,26,0.1
13,Militär/WK/Zivildienst,7,0.0
