,Stand: 15.10.2021,total,in Prozent
0,Unbekannt,25896,47.0
1,Familie,16912,30.7
2,Einreise Ausland,1825,3.3
3,Arbeitsplatz,4233,7.7
4,Schule,1879,3.4
5,Bekannte/Nachbarn,2376,4.3
6,Club/Bar,108,0.2
7,Veranstaltung privat,661,1.2
8,Heime,857,1.6
9,Restaurant/Lokal,44,0.1
10,Veranstaltung öffentlich,81,0.1
11,Arzt/Spital,104,0.2
12,Geschäfte und Läden,73,0.1
13,Militär/WK/Zivildienst,23,0.0
