,Stand: 06.01.2022,total,in Prozent
0,Unbekannt,36370,45.6
1,Familie,25088,31.4
2,Einreise Ausland,2052,2.6
3,Arbeitsplatz,5112,6.4
4,Schule,4131,5.2
5,Bekannte/Nachbarn,3918,4.9
6,Club/Bar,295,0.4
7,Veranstaltung privat,733,0.9
8,Heime,1197,1.5
9,Restaurant/Lokal,129,0.2
10,Veranstaltung öffentlich,135,0.2
11,Arzt/Spital,246,0.3
12,Geschäfte und Läden,339,0.4
13,Militär/WK/Zivildienst,45,0.1
