,Stand: 14.01.2022,total,in Prozent
0,Unbekannt,42099,46.3
1,Familie,28015,30.8
2,Einreise Ausland,2239,2.5
3,Arbeitsplatz,5155,5.7
4,Schule,4234,4.7
5,Bekannte/Nachbarn,5243,5.8
6,Club/Bar,485,0.5
7,Veranstaltung privat,747,0.8
8,Heime,1264,1.4
9,Restaurant/Lokal,187,0.2
10,Veranstaltung öffentlich,168,0.2
11,Arzt/Spital,332,0.4
12,Geschäfte und Läden,641,0.7
13,Militär/WK/Zivildienst,55,0.1
