,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Buholz (Real),2022-08-22,6.4,-6.6,2022-02-26,6.6
1,Rontal,2022-08-23,5.9,-19.4,2022-07-01,19.4
2,Altdorf,2022-08-22,1.7,-11.9,2022-03-02,11.9
3,Wetzikon (Flos),2022-08-26,8.2,-15.5,2022-03-21,15.5
4,Hoefe,2022-08-23,7.1,-4.0,2022-07-08,4.0
5,Horgen,2022-08-26,27.9,5.9,2022-07-09,5.9
6,Untermarch,2022-08-23,3.9,-2.9,2022-02-25,2.9
7,Schwyz,2022-08-23,30.4,21.4,2022-07-11,21.4
8,Alpnach (Sarneraatal),2022-08-23,15.4,3.3,2022-02-10,3.3
9,Engelberg,2022-08-23,16.2,11.0,2022-07-06,11.0
10,Stans (Rotzwinkel),2022-08-22,9.3,-20.8,2022-07-10,20.8
11,Meilen (Rorguet),2022-08-26,33.7,24.6,2022-03-21,24.6
12,Glarnerland,2022-08-24,13.9,6.7,2022-04-07,6.7
13,Cham (Schoenau),2022-08-22,9.5,0.0,2022-07-13,0.0
14,Illnau-Effretikon,2022-08-26,33.1,18.1,2022-03-17,18.1
15,Dübendorf (Ika Neugut),2022-08-26,16.5,2.1,2022-07-21,2.1
16,Uster (Jungholz),2022-08-26,21.6,2.5,2022-07-11,2.5
17,Affoltern am Albis,2022-08-26,24.2,1.8,2022-03-10,1.8
18,Vuippens (Ais),2022-08-24,7.8,2.2,2022-03-05,2.2
19,Fribourg (Aele),2022-08-26,5.1,0.3,2022-02-10,0.3
20,Winterthur,2022-08-26,32.2,7.0,2022-07-15,7.0
21,Dietikon (Limeco),2022-08-26,24.4,12.2,2022-07-11,12.2
22,Winznau (Zv Olten),2022-08-24,4.5,1.8,2022-03-07,1.8
23,Zuchwil (Soloth.-Emme),2022-08-24,13.9,6.2,2022-03-07,6.2
24,Grenchen (Buerenamt),2022-08-24,7.3,0.9,2022-03-07,0.9
25,Werdhölzli,2022-08-25,16.7,-2.4,2022-03-16,2.4
26,Basel,2022-08-26,8.1,2.7,2022-03-24,2.7
27,Neuhausen A/Rhf. (Roeti),2022-08-24,3.3,-0.4,2022-03-13,0.4
28,Ramsen (Bibertal-Hegau),2022-08-24,4.1,2.3,2022-07-23,2.3
29,Hallau (Klettgau),2022-08-24,3.0,0.6,2022-03-13,0.6
30,Andelfingen,2022-08-26,22.9,18.3,2022-03-10,18.3
31,Herisau (Bachwis),2022-08-20,4.5,,2022-03-17,
32,Lyss,2022-08-24,9.0,2.2,2022-03-10,2.2
33,Appenzell (Boedeli),2022-08-24,0.6,-0.2,2022-03-31,0.2
34,St.Gallen (Au),2022-08-25,5.1,1.7,2022-04-01,1.7
35,St.Gallen (Hofen),2022-08-24,7.4,2.2,2022-03-07,2.2
36,Aarwangen (Zala),2022-08-25,7.0,2.3,2022-02-10,2.3
37,Steinach (Morgental),2022-08-26,3.6,0.5,2022-03-17,0.5
38,Au (Rosenbergsau),2022-08-24,14.2,8.0,2022-03-07,8.0
39,Altenrhein,2022-08-25,15.2,-1.0,2022-03-15,1.0
40,Buchs,2022-08-21,8.2,5.4,2022-03-07,5.4
41,Bad Ragaz,2022-08-24,4.3,0.8,2022-03-05,0.8
42,Flums (Seez),2022-08-24,2.9,1.3,2022-03-05,1.3
43,Rapperswil-Jona,2022-08-25,5.7,0.6,2022-03-06,0.6
44,Flawil (Oberglatt),2022-08-24,5.2,2.2,2022-03-07,2.2
45,Wil,2022-08-26,2.7,-0.7,2022-03-07,0.7
46,Region Bern,2022-08-25,7.5,4.6,2022-02-10,4.6
47,Worblental,2022-08-22,3.4,-2.3,2022-03-06,2.3
48,S-chanf (Oberengadin),2022-08-24,12.2,0.4,2022-06-30,0.4
49,Davos (Gadenstatt),2022-08-24,14.2,-2.7,2022-02-26,2.7
50,Chur,2022-08-23,14.6,1.9,2022-03-12,1.9
51,Arosa,2022-08-24,3.0,1.4,2022-04-09,1.4
52,Aarau,2022-08-22,2.5,0.5,2022-07-20,0.5
53,Burgdorf,2022-08-24,100.0,100.0,2022-08-22,100.0
54,Baden,2022-08-20,2.5,0.9,2022-03-08,0.9
55,Bremgarten,2022-08-22,0.8,-0.1,2022-07-22,0.1
56,Wohlen,2022-08-22,3.2,1.7,2022-03-10,1.7
57,Moossee-Urtenenbach,2022-08-26,4.7,2.9,2022-03-07,2.9
58,Brugg,2022-08-20,3.6,1.7,2022-03-07,1.7
59,Reinach,,,,2022-03-10,
60,Kaisten,2022-08-20,0.3,-0.4,2022-07-19,0.4
61,Lenzburg,2022-08-18,2.3,0.7,2022-03-08,0.7
62,Aarburg,2022-08-20,1.5,-1.1,2022-03-07,1.1
63,Zofingen,2022-08-20,0.3,-15.3,2022-03-10,15.3
64,"Hefenhofen (Aachtal, Moos)",2022-08-24,3.1,1.3,2022-03-05,1.3
65,Frauenfeld,2022-08-24,5.1,-0.1,2022-03-05,0.1
