,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Buholz (Real),2022-09-05,15.2,1.7,2022-02-26,1.7
1,Rontal,2022-09-06,5.0,-5.0,2022-07-01,5.0
2,Altdorf,2022-09-05,23.6,8.1,2022-03-02,8.1
3,Wetzikon (Flos),2022-09-09,19.8,-10.6,2022-03-21,10.6
4,Hoefe,2022-09-06,5.6,-5.8,2022-07-08,5.8
5,Horgen,2022-09-09,15.9,9.5,2022-07-09,9.5
6,Untermarch,,,,2022-02-25,
7,Schwyz,2022-09-06,19.1,6.9,2022-07-11,6.9
8,Alpnach (Sarneraatal),2022-09-05,10.4,-5.8,2022-02-10,5.8
9,Engelberg,2022-09-06,5.3,-2.4,2022-07-06,2.4
10,Stans (Rotzwinkel),2022-09-05,31.5,13.2,2022-07-10,13.2
11,Meilen (Rorguet),2022-09-09,10.6,1.3,2022-03-21,1.3
12,Glarnerland,2022-09-07,5.1,1.5,2022-04-07,1.5
13,Cham (Schoenau),2022-09-05,19.7,2.9,2022-07-13,2.9
14,Illnau-Effretikon,2022-09-09,3.1,-5.8,2022-03-17,5.8
15,Dübendorf (Ika Neugut),2022-09-09,9.3,-2.7,2022-07-21,2.7
16,Uster (Jungholz),2022-09-09,6.3,-7.6,2022-07-11,7.6
17,Affoltern am Albis,2022-09-09,4.3,-3.3,2022-03-10,3.3
18,Vuippens (Ais),2022-09-07,9.8,1.6,2022-03-05,1.6
19,Fribourg (Aele),2022-09-07,9.0,2.3,2022-02-10,2.3
20,Winterthur,2022-09-09,10.4,-0.0,2022-07-15,-0.0
21,Dietikon (Limeco),2022-09-09,13.5,-1.3,2022-07-11,1.3
22,Winznau (Zv Olten),2022-09-07,8.0,2.1,2022-03-07,2.1
23,Zuchwil (Soloth.-Emme),2022-09-07,17.7,6.2,2022-03-07,6.2
24,Grenchen (Buerenamt),2022-09-04,23.9,14.9,2022-03-07,14.9
25,Werdhölzli,2022-09-08,13.7,-0.4,2022-03-16,0.4
26,Basel,2022-09-09,10.2,2.3,2022-03-24,2.3
27,Neuhausen A/Rhf. (Roeti),2022-09-07,5.9,3.3,2022-03-13,3.3
28,Ramsen (Bibertal-Hegau),2022-09-07,4.9,1.8,2022-07-23,1.8
29,Hallau (Klettgau),2022-09-07,17.8,7.1,2022-03-13,7.1
30,Andelfingen,2022-09-09,7.2,-15.1,2022-03-10,15.1
31,Herisau (Bachwis),2022-09-09,13.5,3.3,2022-03-17,3.3
32,Lyss,2022-09-07,15.8,6.3,2022-03-10,6.3
33,Appenzell (Boedeli),2022-09-07,3.3,2.1,2022-03-31,2.1
34,St.Gallen (Au),2022-09-06,8.7,5.4,2022-04-01,5.4
35,St.Gallen (Hofen),2022-08-31,4.6,-3.0,2022-03-07,3.0
36,Aarwangen (Zala),2022-09-08,16.2,8.2,2022-02-10,8.2
37,Steinach (Morgental),2022-09-09,6.6,,2022-03-17,
38,Au (Rosenbergsau),2022-09-07,12.9,5.8,2022-03-07,5.8
39,Altenrhein,2022-09-08,25.7,11.6,2022-03-15,11.6
40,Buchs,2022-08-31,7.7,0.6,2022-03-07,0.6
41,Bad Ragaz,2022-09-07,6.7,1.1,2022-03-05,1.1
42,Flums (Seez),2022-09-07,3.8,0.7,2022-03-05,0.7
43,Rapperswil-Jona,2022-09-06,12.1,6.8,2022-03-06,6.8
44,Flawil (Oberglatt),2022-09-04,18.1,7.2,2022-03-07,7.2
45,Wil,2022-09-07,7.4,1.7,2022-03-07,1.7
46,Region Bern,2022-09-09,13.5,6.4,2022-02-10,6.4
47,Worblental,2022-09-08,8.3,-1.2,2022-03-06,1.2
48,S-chanf (Oberengadin),2022-09-07,11.5,1.8,2022-06-30,1.8
49,Davos (Gadenstatt),2022-09-04,5.0,-0.1,2022-02-26,0.1
50,Chur,2022-09-08,8.6,-1.5,2022-03-12,1.5
51,Arosa,2022-09-07,1.9,-0.6,2022-04-09,0.6
52,Aarau,2022-09-05,1.8,-2.2,2022-07-20,2.2
53,Baden,2022-09-05,0.6,-2.0,2022-03-08,2.0
54,Bremgarten,2022-09-05,1.4,-1.7,2022-07-22,1.7
55,Wohlen,2022-09-03,0.7,-3.7,2022-03-10,3.7
56,Moossee-Urtenenbach,2022-09-09,10.6,0.1,2022-03-07,0.1
57,Brugg,2022-09-03,1.0,-5.5,2022-03-07,5.5
58,Reinach,,,,2022-03-10,
59,Kaisten,2022-09-01,0.8,-2.0,2022-07-19,2.0
60,Lenzburg,2022-09-03,1.4,-2.8,2022-03-08,2.8
61,Aarburg,2022-09-03,2.6,-5.3,2022-03-07,5.3
62,Zofingen,2022-09-05,0.5,-5.0,2022-03-10,5.0
63,"Hefenhofen (Aachtal, Moos)",2022-09-07,2.9,1.0,2022-03-05,1.0
64,Frauenfeld,2022-09-07,18.4,12.0,2022-03-05,12.0
65,Weinfelden (Mittelthurgau),2022-09-08,10.5,-15.9,2022-03-05,15.9
66,Bellinzona (Giubiasco),2022-09-09,7.9,-4.6,2022-03-22,4.6
67,Locarno (Foce Ticino),2022-09-09,10.8,2.2,2022-03-25,2.2
68,Locarno (Foce Maggia),2022-09-09,15.5,-0.7,2022-03-22,0.7
69,Lugano,2022-09-08,21.5,8.4,2022-03-13,8.4
70,Mendrisio (Rancate),2022-09-09,10.9,0.7,2022-02-10,0.7
71,Chiasso (Vacallo),2022-09-09,16.6,10.0,2022-02-10,10.0
72,Bülach,2022-09-09,7.1,-6.4,2022-03-10,6.4
73,Lausanne (Vidy),2022-09-08,26.0,13.6,2022-03-07,13.6
74,Morges,2022-09-08,15.0,-1.6,2022-03-06,1.6
75,Commugny,2022-09-09,25.7,6.6,2022-03-07,6.6
76,Gland (Apec),2022-09-06,16.7,-8.9,2022-03-30,8.9
77,Nyon,,,,2022-03-28,
78,Grindelwald,2022-09-09,32.7,,2022-07-11,
79,Lauterbrunnen,2022-09-09,23.2,8.4,2022-02-10,8.4
80,Montreux/Pierrier,2022-09-07,23.4,5.0,2022-07-11,5.0
81,Vevey (Aviron),2022-09-07,17.6,6.1,2022-03-05,6.1
82,Interlaken,2022-09-07,42.2,14.0,2022-03-07,14.0
83,Yverdon,2022-09-06,49.3,31.9,2022-07-11,31.9
84,Colombier (La Saunerie),2022-09-08,7.0,-0.5,2022-03-13,0.5
85,La-Chaux-de-Fonds,2022-09-08,1.4,-0.4,2022-03-06,0.4
86,Neuchatel,2022-09-08,12.5,5.4,2022-03-12,5.4
87,Satigny/Bois-de-Bay,,,,2022-03-21,
88,Thonex/Villette,,,,2022-03-25,
89,Aire,2022-09-08,19.7,3.6,2022-07-04,3.6
90,Laupen,2022-09-08,36.4,15.6,2022-03-12,15.6
91,Delemont (Sede),2022-09-09,12.4,8.0,2022-02-10,8.0
92,Porrentruy (Sepe),2022-09-07,27.0,-5.6,2022-03-04,5.6
93,Biel,2022-09-08,10.9,0.0,2022-03-06,0.0
94,Saanen,2022-09-08,12.8,-4.8,2022-03-08,4.8
95,Niederglatt (Fischb.-Gl.),2022-09-09,11.0,-6.2,2022-07-11,6.2
96,Thunersee,2022-09-08,13.4,4.7,2022-03-08,4.7
97,Mittl. Emmental,2022-09-09,10.4,4.3,2022-03-05,4.3
