,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
88,Thonex/Villette,,,,2022-03-25,
89,Aire,2022-09-13,21.1,1.0,2022-07-04,1.0
90,Laupen,2022-09-15,18.0,-4.0,2022-03-12,4.0
91,Delemont (Sede),2022-09-16,14.3,-1.3,2022-02-10,1.3
92,Porrentruy (Sepe),2022-09-15,70.8,16.0,2022-03-04,16.0
93,Biel,2022-09-15,19.5,5.7,2022-03-06,5.7
94,Saanen,2022-09-15,26.8,6.5,2022-03-08,6.5
95,Niederglatt (Fischb.-Gl.),2022-09-16,13.1,0.1,2022-07-11,0.1
96,Thunersee,2022-09-13,20.5,5.5,2022-03-08,5.5
97,Mittl. Emmental,2022-09-15,7.4,-6.1,2022-03-05,6.1
