,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Buholz (Real),2022-09-12,7.1,-13.6,2022-02-26,13.6
1,Rontal,2022-09-13,5.6,-2.4,2022-07-01,2.4
2,Altdorf,2022-09-12,9.5,-9.5,2022-03-02,9.5
3,Wetzikon (Flos),2022-09-16,22.1,2.4,2022-03-21,2.4
4,Hoefe,2022-09-13,11.2,6.7,2022-07-08,6.7
5,Horgen,2022-09-16,47.1,32.1,2022-07-09,32.1
6,Untermarch,2022-09-13,4.5,-6.8,2022-02-25,6.8
7,Schwyz,2022-09-14,5.7,-12.7,2022-07-11,12.7
8,Alpnach (Sarneraatal),2022-09-12,11.8,-11.5,2022-02-10,11.5
9,Engelberg,2022-09-13,6.8,1.2,2022-07-06,1.2
10,Stans (Rotzwinkel),2022-09-12,9.5,-17.4,2022-07-10,17.4
11,Meilen (Rorguet),2022-09-16,17.6,8.3,2022-03-21,8.3
12,Glarnerland,2022-09-11,7.9,3.0,2022-04-07,3.0
13,Cham (Schoenau),2022-09-12,10.5,-9.8,2022-07-13,9.8
14,Illnau-Effretikon,2022-09-16,12.5,9.4,2022-03-17,9.4
15,Dübendorf (Ika Neugut),2022-09-16,15.0,4.1,2022-07-21,4.1
16,Uster (Jungholz),2022-09-16,20.0,9.8,2022-07-11,9.8
17,Affoltern am Albis,2022-09-16,11.0,6.8,2022-03-10,6.8
18,Vuippens (Ais),2022-09-14,16.7,0.7,2022-03-05,0.7
19,Fribourg (Aele),2022-09-15,7.9,-52.6,2022-02-10,52.6
20,Winterthur,2022-09-16,23.0,6.6,2022-07-15,6.6
21,Dietikon (Limeco),2022-09-16,8.9,-2.9,2022-07-11,2.9
22,Winznau (Zv Olten),2022-09-11,13.6,6.3,2022-03-07,6.3
23,Zuchwil (Soloth.-Emme),2022-09-09,27.9,13.6,2022-03-07,13.6
24,Grenchen (Buerenamt),2022-09-14,26.9,-11.5,2022-03-07,11.5
25,Werdhölzli,2022-09-15,14.4,2.5,2022-03-16,2.5
26,Basel,2022-09-13,12.3,4.1,2022-03-24,4.1
27,Neuhausen A/Rhf. (Roeti),2022-09-14,3.4,-2.7,2022-03-13,2.7
28,Ramsen (Bibertal-Hegau),2022-09-14,3.4,-1.6,2022-07-23,1.6
29,Hallau (Klettgau),2022-09-14,1.6,-16.1,2022-03-13,16.1
30,Andelfingen,2022-09-16,15.1,3.8,2022-03-10,3.8
31,Herisau (Bachwis),2022-09-16,21.8,8.2,2022-03-17,8.2
32,Lyss,2022-09-14,15.8,-4.3,2022-03-10,4.3
33,Appenzell (Boedeli),2022-09-14,1.6,-5.6,2022-03-31,5.6
34,St.Gallen (Au),2022-09-15,7.3,-3.7,2022-04-01,3.7
35,St.Gallen (Hofen),2022-09-14,18.9,3.6,2022-03-07,3.6
36,Aarwangen (Zala),2022-09-15,12.5,-4.5,2022-02-10,4.5
37,Steinach (Morgental),2022-09-16,8.9,1.0,2022-03-17,1.0
38,Au (Rosenbergsau),2022-09-14,9.0,-6.1,2022-03-07,6.1
39,Altenrhein,2022-09-15,23.9,2.0,2022-03-15,2.0
40,Buchs,,,,2022-03-07,
41,Bad Ragaz,2022-09-14,7.6,-2.2,2022-03-05,2.2
42,Flums (Seez),2022-09-14,3.7,-0.4,2022-03-05,0.4
43,Rapperswil-Jona,2022-09-15,12.1,2.0,2022-03-06,2.0
44,Flawil (Oberglatt),,,,2022-03-07,
45,Wil,2022-09-14,6.4,-0.5,2022-03-07,0.5
46,Region Bern,2022-09-16,20.7,2.4,2022-02-10,2.4
47,Worblental,2022-09-15,11.3,-1.5,2022-03-06,1.5
48,S-chanf (Oberengadin),2022-09-11,9.7,-2.9,2022-06-30,2.9
49,Davos (Gadenstatt),2022-09-11,5.0,0.0,2022-02-26,0.0
50,Chur,2022-09-15,13.3,4.1,2022-03-12,4.1
51,Arosa,2022-09-11,1.7,-0.0,2022-04-09,-0.0
52,Aarau,2022-09-12,14.5,8.3,2022-07-20,8.3
53,Baden,,,,2022-03-08,
54,Bremgarten,2022-09-12,4.1,3.0,2022-07-22,3.0
55,Wohlen,,,,2022-03-10,
56,Moossee-Urtenenbach,2022-09-16,11.2,-0.6,2022-03-07,0.6
57,Brugg,2022-09-07,5.9,4.4,2022-03-07,4.4
58,Reinach,,,,2022-03-10,
59,Kaisten,,,,2022-07-19,
60,Lenzburg,2022-09-10,1.7,-3.9,2022-03-08,3.9
61,Aarburg,2022-09-10,3.3,-2.6,2022-03-07,2.6
62,Zofingen,,,,2022-03-10,
63,"Hefenhofen (Aachtal, Moos)",2022-09-14,2.4,-4.1,2022-03-05,4.1
64,Frauenfeld,2022-09-14,10.3,-12.6,2022-03-05,12.6
65,Weinfelden (Mittelthurgau),2022-09-14,14.3,-2.7,2022-03-05,2.7
66,Bellinzona (Giubiasco),2022-09-16,11.7,3.9,2022-03-22,3.9
67,Locarno (Foce Ticino),2022-09-16,27.4,13.7,2022-03-25,13.7
68,Locarno (Foce Maggia),2022-09-16,36.2,9.8,2022-03-22,9.8
69,Lugano,2022-09-15,24.2,4.9,2022-03-13,4.9
70,Mendrisio (Rancate),2022-09-16,25.0,10.0,2022-02-10,10.0
71,Chiasso (Vacallo),2022-09-16,23.4,2.3,2022-02-10,2.3
72,Bülach,2022-09-16,8.8,1.9,2022-03-10,1.9
73,Lausanne (Vidy),2022-09-16,17.2,-11.1,2022-03-07,11.1
74,Morges,2022-09-12,16.0,0.6,2022-03-06,0.6
75,Commugny,2022-09-16,21.3,-4.4,2022-03-07,4.4
76,Gland (Apec),2022-09-14,18.6,4.3,2022-03-30,4.3
77,Nyon,2022-09-09,17.3,,2022-03-28,
78,Grindelwald,2022-09-10,50.4,18.0,2022-07-11,18.0
79,Lauterbrunnen,2022-09-15,38.6,12.5,2022-02-10,12.5
80,Montreux/Pierrier,2022-09-14,44.2,5.7,2022-07-11,5.7
81,Vevey (Aviron),2022-09-14,27.5,2.4,2022-03-05,2.4
82,Interlaken,2022-09-11,48.5,5.4,2022-03-07,5.4
83,Yverdon,2022-09-16,41.1,-3.0,2022-07-11,3.0
84,Colombier (La Saunerie),2022-09-15,10.6,3.9,2022-03-13,3.9
85,La-Chaux-de-Fonds,2022-09-15,2.0,0.7,2022-03-06,0.7
86,Neuchatel,2022-09-15,12.4,2.3,2022-03-12,2.3
87,Satigny/Bois-de-Bay,,,,2022-03-21,
