,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Buholz (Real),2022-08-30,13.8,-9.6,2022-02-26,9.6
1,Rontal,,,,2022-07-01,
2,Altdorf,2022-08-29,10.8,-16.1,2022-03-02,16.1
3,Wetzikon (Flos),2022-09-02,14.0,-1.2,2022-03-21,1.2
4,Hoefe,2022-08-30,10.7,4.3,2022-07-08,4.3
5,Horgen,2022-09-02,7.5,-21.5,2022-07-09,21.5
6,Untermarch,2022-08-30,9.3,5.2,2022-02-25,5.2
7,Schwyz,2022-08-31,13.1,-17.8,2022-07-11,17.8
8,Alpnach (Sarneraatal),2022-08-29,14.4,-3.1,2022-02-10,3.1
9,Engelberg,2022-08-30,9.3,-4.8,2022-07-06,4.8
10,Stans (Rotzwinkel),2022-08-29,14.3,-6.9,2022-07-10,6.9
11,Meilen (Rorguet),2022-09-02,9.3,-17.2,2022-03-21,17.2
12,Glarnerland,2022-08-31,3.1,-8.0,2022-04-07,8.0
13,Cham (Schoenau),2022-08-29,10.6,-3.6,2022-07-13,3.6
14,Illnau-Effretikon,2022-09-02,12.1,-19.7,2022-03-17,19.7
15,Dübendorf (Ika Neugut),2022-09-02,13.9,-1.1,2022-07-21,1.1
16,Uster (Jungholz),2022-09-02,15.3,-4.7,2022-07-11,4.7
17,Affoltern am Albis,2022-09-02,9.2,-12.3,2022-03-10,12.3
18,Vuippens (Ais),2022-08-31,6.2,-0.2,2022-03-05,0.2
19,Fribourg (Aele),2022-08-29,3.6,-2.4,2022-02-10,2.4
20,Winterthur,2022-09-02,8.7,-14.4,2022-07-15,14.4
21,Dietikon (Limeco),2022-09-02,12.5,-9.4,2022-07-11,9.4
22,Winznau (Zv Olten),2022-08-31,5.9,2.7,2022-03-07,2.7
23,Zuchwil (Soloth.-Emme),2022-08-31,8.9,-2.2,2022-03-07,2.2
24,Grenchen (Buerenamt),2022-08-31,11.0,4.5,2022-03-07,4.5
25,Werdhölzli,2022-09-01,18.0,3.3,2022-03-16,3.3
26,Basel,2022-09-02,8.5,1.0,2022-03-24,1.0
27,Neuhausen A/Rhf. (Roeti),2022-08-24,3.3,-0.4,2022-03-13,0.4
28,Ramsen (Bibertal-Hegau),2022-08-24,4.1,2.3,2022-07-23,2.3
29,Hallau (Klettgau),2022-08-24,3.0,0.6,2022-03-13,0.6
30,Andelfingen,2022-09-02,27.1,10.4,2022-03-10,10.4
31,Herisau (Bachwis),2022-09-02,12.2,10.2,2022-03-17,10.2
32,Lyss,2022-08-31,6.2,-0.2,2022-03-10,0.2
33,Appenzell (Boedeli),2022-08-24,0.6,-0.2,2022-03-31,0.2
34,St.Gallen (Au),2022-08-30,3.3,-2.4,2022-04-01,2.4
35,St.Gallen (Hofen),2022-08-31,4.6,-3.0,2022-03-07,3.0
36,Aarwangen (Zala),2022-09-01,8.0,2.2,2022-02-10,2.2
37,Steinach (Morgental),2022-09-01,5.4,2.1,2022-03-17,2.1
38,Au (Rosenbergsau),2022-08-31,5.3,-4.1,2022-03-07,4.1
39,Altenrhein,2022-09-01,19.5,5.6,2022-03-15,5.6
40,Buchs,2022-08-31,7.7,0.6,2022-03-07,0.6
41,Bad Ragaz,2022-08-31,7.0,3.2,2022-03-05,3.2
42,Flums (Seez),2022-08-31,2.2,0.1,2022-03-05,0.1
43,Rapperswil-Jona,2022-09-01,6.7,2.1,2022-03-06,2.1
44,Flawil (Oberglatt),2022-08-31,16.2,11.1,2022-03-07,11.1
45,Wil,2022-08-28,2.2,-1.0,2022-03-07,1.0
46,Region Bern,2022-09-02,12.5,9.1,2022-02-10,9.1
47,Worblental,2022-09-01,9.9,6.3,2022-03-06,6.3
48,S-chanf (Oberengadin),2022-08-31,7.1,-5.8,2022-06-30,5.8
49,Davos (Gadenstatt),2022-08-31,5.8,-4.8,2022-02-26,4.8
50,Chur,2022-08-29,13.5,-3.8,2022-03-12,3.8
51,Arosa,2022-08-31,3.2,0.4,2022-04-09,0.4
52,Aarau,,,,2022-07-20,
53,Baden,,,,2022-03-08,
54,Bremgarten,,,,2022-07-22,
55,Wohlen,,,,2022-03-10,
56,Moossee-Urtenenbach,2022-09-02,9.3,5.0,2022-03-07,5.0
57,Brugg,,,,2022-03-07,
58,Reinach,,,,2022-03-10,
59,Kaisten,,,,2022-07-19,
60,Lenzburg,,,,2022-03-08,
61,Aarburg,,,,2022-03-07,
62,Zofingen,,,,2022-03-10,
63,"Hefenhofen (Aachtal, Moos)",2022-08-31,1.6,-0.8,2022-03-05,0.8
64,Frauenfeld,2022-08-24,5.1,-0.1,2022-03-05,0.1
65,Weinfelden (Mittelthurgau),2022-08-28,2.9,-0.3,2022-03-05,0.3
66,Bellinzona (Giubiasco),2022-09-02,14.0,5.6,2022-03-22,5.6
67,Locarno (Foce Ticino),2022-09-02,8.6,-9.1,2022-03-25,9.1
68,Locarno (Foce Maggia),2022-09-02,17.7,-3.8,2022-03-22,3.8
69,Lugano,2022-09-01,15.8,0.5,2022-03-13,0.5
70,Mendrisio (Rancate),2022-09-02,9.5,-4.2,2022-02-10,4.2
71,Chiasso (Vacallo),2022-09-02,7.8,-8.4,2022-02-10,8.4
72,Bülach,2022-09-02,7.3,-3.1,2022-03-10,3.1
73,Lausanne (Vidy),2022-09-02,16.5,14.5,2022-03-07,14.5
74,Morges,2022-09-02,16.9,2.1,2022-03-06,2.1
75,Commugny,2022-09-02,19.1,3.4,2022-03-07,3.4
76,Gland (Apec),2022-09-01,22.7,14.1,2022-03-30,14.1
77,Nyon,,,,2022-03-28,
78,Grindelwald,2022-08-31,16.4,-2.9,2022-07-11,2.9
79,Lauterbrunnen,2022-09-01,14.4,-3.4,2022-02-10,3.4
80,Montreux/Pierrier,2022-08-31,18.3,,2022-07-11,
81,Vevey (Aviron),2022-08-31,10.8,1.5,2022-03-05,1.5
82,Interlaken,2022-08-31,19.8,6.9,2022-03-07,6.9
83,Yverdon,2022-09-01,17.3,-7.6,2022-07-11,7.6
84,Colombier (La Saunerie),2022-09-01,2.6,-4.3,2022-03-13,4.3
85,La-Chaux-de-Fonds,2022-09-01,1.9,0.6,2022-03-06,0.6
86,Neuchatel,2022-09-01,6.3,0.2,2022-03-12,0.2
87,Satigny/Bois-de-Bay,,,,2022-03-21,
88,Thonex/Villette,,,,2022-03-25,
89,Aire,2022-09-01,13.6,-5.2,2022-07-04,5.2
90,Laupen,2022-09-01,30.4,12.9,2022-03-12,12.9
91,Delemont (Sede),2022-09-02,3.7,-0.9,2022-02-10,0.9
92,Porrentruy (Sepe),2022-09-01,11.5,-0.5,2022-03-04,0.5
93,Biel,2022-09-01,7.6,1.9,2022-03-06,1.9
94,Saanen,2022-09-01,16.2,8.1,2022-03-08,8.1
95,Niederglatt (Fischb.-Gl.),2022-09-02,12.5,-4.0,2022-07-11,4.0
