,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Buholz (Real),2022-07-11,59.8,10.5,2022-02-26,10.5
1,Rontal,,,,2022-07-01,
2,Altdorf,2022-07-11,89.3,48.4,2022-03-02,48.4
3,Wetzikon (Flos),2022-07-15,85.3,19.8,2022-03-21,19.8
4,Hoefe,,,,2022-06-24,
5,Horgen,2022-07-15,98.0,2.3,2022-07-09,2.3
6,Untermarch,,,,2022-02-25,
7,Schwyz,2022-07-13,100.0,55.0,2022-07-12,55.0
8,Alpnach (Sarneraatal),2022-07-10,60.9,0.3,2022-02-10,0.3
9,Engelberg,,,,2022-07-04,
10,Stans (Rotzwinkel),2022-07-11,71.9,8.8,2022-03-04,8.8
11,Meilen (Rorguet),2022-07-15,55.2,-19.0,2022-03-21,19.0
12,Glarnerland,2022-07-06,12.4,-10.5,2022-04-07,10.5
13,Cham (Schoenau),2022-07-11,100.0,22.1,2022-07-11,22.1
14,Illnau-Effretikon,2022-07-15,100.0,33.8,2022-07-14,33.8
15,Dübendorf (Ika Neugut),2022-07-15,68.7,-31.3,2022-07-07,31.3
16,Uster (Jungholz),2022-07-15,96.5,21.5,2022-07-11,21.5
17,Affoltern am Albis,2022-07-15,88.6,33.2,2022-03-10,33.2
18,Vuippens (Ais),2022-07-13,43.8,15.1,2022-03-05,15.1
19,Fribourg (Aele),2022-07-15,15.3,1.8,2022-02-10,1.8
20,Winterthur,2022-07-15,100.0,41.4,2022-07-15,41.4
21,Dietikon (Limeco),2022-07-15,100.0,38.0,2022-07-14,38.0
22,Winznau (Zv Olten),2022-07-13,43.8,28.8,2022-03-07,28.8
23,Zuchwil (Soloth.-Emme),2022-07-13,24.8,6.1,2022-03-07,6.1
24,Grenchen (Buerenamt),2022-07-08,27.2,10.8,2022-03-07,10.8
25,Werdhölzli,2022-07-14,52.7,-7.3,2022-03-16,7.3
26,Basel,2022-07-15,41.8,-21.9,2022-03-24,21.9
27,Neuhausen A/Rhf. (Roeti),2022-07-13,43.0,30.1,2022-03-13,30.1
28,Ramsen (Bibertal-Hegau),2022-07-13,61.8,31.6,2022-03-13,31.6
29,Hallau (Klettgau),2022-07-13,54.8,31.2,2022-03-13,31.2
30,Andelfingen,2022-07-15,62.3,-14.0,2022-03-10,14.0
31,Herisau (Bachwis),2022-07-07,38.8,23.8,2022-03-17,23.8
32,Lyss,2022-07-13,28.8,15.6,2022-03-10,15.6
33,Appenzell (Boedeli),2022-07-13,22.7,11.5,2022-03-31,11.5
34,St.Gallen (Au),2022-07-14,11.1,-2.3,2022-04-01,2.3
35,St.Gallen (Hofen),,,,2022-03-07,
36,Aarwangen (Zala),2022-07-14,18.7,1.2,2022-02-10,1.2
37,Steinach (Morgental),2022-07-15,12.3,4.9,2022-03-17,4.9
38,Au (Rosenbergsau),2022-07-13,14.3,-6.2,2022-03-07,6.2
39,Altenrhein,2022-07-14,52.9,22.4,2022-03-15,22.4
40,Buchs,2022-07-15,8.7,0.8,2022-03-07,0.8
41,Bad Ragaz,2022-07-13,8.3,-11.5,2022-03-05,11.5
42,Flums (Seez),2022-07-13,7.2,0.7,2022-03-05,0.7
43,Rapperswil-Jona,2022-07-14,14.5,1.6,2022-03-06,1.6
44,Flawil (Oberglatt),2022-07-10,22.5,13.1,2022-03-07,13.1
45,Wil,,,,2022-03-07,
46,Region Bern,2022-07-15,11.6,1.9,2022-02-10,1.9
47,Worblental,2022-07-14,33.1,-6.3,2022-03-06,6.3
48,Oberengadin (S-Chanf),2022-07-06,92.4,36.5,2022-06-30,36.5
49,Davos (Gadenstatt),2022-07-06,49.4,5.5,2022-02-26,5.5
50,Chur,2022-07-13,26.6,5.5,2022-03-12,5.5
51,Arosa,2022-07-06,26.3,12.4,2022-04-09,12.4
52,Aarau,2022-07-11,23.4,6.3,2022-03-08,6.3
53,Burgdorf,2022-07-10,0.0,0.0,2022-03-31,0.0
54,Baden,2022-07-10,17.3,,2022-03-08,
55,Bremgarten,2022-07-11,24.9,9.4,2022-03-14,9.4
56,Wohlen,2022-07-11,12.4,-0.4,2022-03-10,0.4
57,Moossee-Urtenenbach,2022-07-15,24.8,10.7,2022-03-07,10.7
58,Brugg,2022-07-09,9.7,6.4,2022-03-07,6.4
59,Reinach,,,,2022-03-10,
60,Kaisten,2022-07-09,7.2,-6.0,2022-03-07,6.0
61,Lenzburg,2022-07-09,21.2,9.3,2022-03-08,9.3
62,Aarburg,2022-07-09,14.3,4.8,2022-03-07,4.8
63,Zofingen,2022-07-11,53.5,38.1,2022-03-10,38.1
64,"Hefenhofen (Aachtal, Moos)",2022-07-13,7.0,-0.5,2022-03-05,0.5
65,Frauenfeld,2022-07-13,33.0,14.5,2022-03-05,14.5
66,Weinfelden (Mittelthurgau),2022-07-13,37.8,7.1,2022-03-05,7.1
67,Bellinzona (Giubiasco),2022-07-09,36.0,-0.3,2022-03-22,0.3
68,Locarno (Foce Ticino),2022-07-09,53.1,-24.0,2022-03-25,24.0
69,Locarno (Foce Maggia),2022-07-09,57.2,-13.8,2022-03-22,13.8
70,Lugano,2022-07-14,33.5,-1.9,2022-03-13,1.9
71,Mendrisio (Rancate),2022-07-08,80.0,30.4,2022-02-10,30.4
72,Chiasso (Vacallo),2022-07-08,100.0,60.2,2022-07-07,60.2
73,Bülach,2022-07-15,76.9,4.4,2022-03-10,4.4
74,Lausanne (Vidy),2022-07-14,54.4,16.0,2022-03-07,16.0
75,Morges,2022-07-11,59.1,30.6,2022-03-06,30.6
76,Commugny,2022-07-15,45.5,3.9,2022-03-07,3.9
77,Gland (Apec),2022-07-12,63.4,13.1,2022-03-30,13.1
78,Nyon,2022-07-06,68.7,,2022-03-28,
79,Grindelwald,2022-07-13,100.0,44.4,2022-07-11,44.4
80,Lauterbrunnen,2022-07-15,69.2,13.0,2022-02-10,13.0
