,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
81,Montreux/Pierrier,2022-07-13,100.0,52.2,2022-07-11,52.2
82,Vevey (Aviron),2022-07-13,85.7,32.1,2022-03-05,32.1
83,Interlaken,2022-07-13,55.3,-2.5,2022-03-07,2.5
84,Yverdon,2022-07-15,100.0,35.8,2022-07-14,35.8
85,Colombier (La Saunerie),2022-07-14,15.9,-7.3,2022-03-13,7.3
86,La-Chaux-de-Fonds,2022-07-14,1.3,-5.3,2022-03-06,5.3
87,Neuchatel,2022-07-14,15.9,-30.2,2022-03-12,30.2
88,Satigny/Bois-de-Bay,,,,2022-03-21,
89,Thonex/Villette,,,,2022-03-25,
90,Aire,2022-07-13,59.5,-39.5,2022-07-04,39.5
91,Laupen,2022-07-14,38.8,5.6,2022-03-12,5.6
92,Delemont (Sede),2022-07-15,8.9,-2.0,2022-02-10,2.0
93,Porrentruy (Sepe),2022-07-13,65.5,20.8,2022-03-04,20.8
94,Biel,2022-07-14,28.6,-4.8,2022-03-06,4.8
95,Saanen,2022-07-15,21.0,21.0,2022-03-08,21.0
96,Niederglatt (Fischb.-Gl.),2022-07-15,100.0,37.2,2022-07-14,37.2
97,Thunersee,2022-07-14,29.2,3.1,2022-03-08,3.1
98,Mittl. Emmental,2022-07-15,3.3,-8.2,2022-03-05,8.2
