,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
50,Chur,2022-06-30,18.3,2.3,2022-03-12,2.3
51,Arosa,2022-06-29,7.7,6.0,2022-04-09,6.0
52,Aarau,2022-06-28,13.8,7.1,2022-03-08,7.1
53,Burgdorf,,,,2022-03-31,
54,Baden,,,,2022-03-08,
55,Bremgarten,,,,2022-03-14,
56,Wohlen,,,,2022-03-10,
57,Moossee-Urtenenbach,2022-07-01,5.1,-5.3,2022-03-07,5.3
58,Brugg,,,,2022-03-07,
59,Reinach,,,,2022-03-10,
60,Kaisten,,,,2022-03-07,
61,Lenzburg,,,,2022-03-08,
62,Aarburg,,,,2022-03-07,
63,Zofingen,,,,2022-03-10,
64,"Hefenhofen (Aachtal, Moos)",2022-06-29,10.4,6.9,2022-03-05,6.9
65,Frauenfeld,2022-06-29,11.8,-1.4,2022-03-05,1.4
66,Weinfelden (Mittelthurgau),2022-06-28,22.4,11.8,2022-03-05,11.8
67,Bellinzona (Giubiasco),2022-07-01,35.9,18.2,2022-03-22,18.2
68,Locarno (Foce Ticino),2022-07-01,64.7,37.6,2022-03-25,37.6
69,Locarno (Foce Maggia),2022-07-01,69.2,30.8,2022-03-22,30.8
70,Lugano,2022-06-30,37.2,8.8,2022-03-13,8.8
71,Mendrisio (Rancate),2022-07-01,41.7,24.6,2022-02-10,24.6
72,Chiasso (Vacallo),2022-07-01,45.3,20.4,2022-02-10,20.4
73,Bülach,2022-07-01,5.7,0.5,2022-03-10,0.5
74,Lausanne (Vidy),,,,2022-03-07,
75,Morges,2022-06-30,21.9,-8.5,2022-03-06,8.5
76,Commugny,2022-07-01,33.3,10.3,2022-03-07,10.3
77,Gland (Apec),2022-06-28,20.3,-20.4,2022-03-30,20.4
78,Nyon,,,,2022-03-28,
79,Grindelwald,2022-07-01,100.0,27.6,2022-07-01,27.6
80,Lauterbrunnen,2022-06-29,50.5,14.6,2022-02-10,14.6
81,Montreux/Pierrier,2022-06-29,36.2,11.4,2022-03-09,11.4
82,Vevey (Aviron),2022-06-29,53.2,-2.2,2022-03-05,2.2
83,Interlaken,2022-06-29,57.3,3.5,2022-03-07,3.5
84,Yverdon,2022-06-30,56.5,23.8,2022-04-01,23.8
85,Colombier (La Saunerie),2022-06-30,0.7,-12.0,2022-03-13,12.0
86,La-Chaux-de-Fonds,2022-06-30,0.7,-0.1,2022-03-06,0.1
87,Neuchatel,2022-06-30,4.5,-5.5,2022-03-12,5.5
88,Satigny/Bois-de-Bay,,,,2022-03-25,
89,Thonex/Villette,,,,2022-03-25,
90,Aire,2022-06-30,100.0,33.0,2022-06-30,33.0
91,Laupen,2022-06-30,24.6,4.4,2022-03-12,4.4
92,Delemont (Sede),2022-07-01,9.3,0.5,2022-02-10,0.5
93,Porrentruy (Sepe),2022-06-29,25.9,0.4,2022-03-04,0.4
94,Biel,,,,2022-03-06,
95,Saanen,2022-07-01,13.1,13.1,2022-03-08,13.1
96,Niederglatt (Fischb.-Gl.),2022-07-01,11.4,0.3,2022-03-21,0.3
97,Thunersee,2022-06-30,11.9,2.0,2022-03-08,2.0
98,Mittl. Emmental,2022-06-30,4.8,-0.7,2022-03-05,0.7
