,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
64,"Hefenhofen (Aachtal, Moos)",2022-08-10,1.3,-1.1,2022-03-05,1.1
65,Frauenfeld,2022-08-07,2.5,,2022-03-05,
66,Weinfelden (Mittelthurgau),2022-08-07,9.4,2.1,2022-03-05,2.1
67,Bellinzona (Giubiasco),2022-08-06,11.6,-7.0,2022-03-22,7.0
68,Locarno (Foce Ticino),2022-08-06,15.7,-20.5,2022-03-25,20.5
69,Locarno (Foce Maggia),2022-08-06,17.7,-9.3,2022-03-22,9.3
70,Lugano,2022-08-11,11.6,1.7,2022-03-13,1.7
71,Mendrisio (Rancate),2022-08-06,16.8,-5.6,2022-02-10,5.6
72,Chiasso (Vacallo),2022-08-05,14.2,-10.8,2022-02-10,10.8
73,Bülach,2022-08-10,7.5,-11.8,2022-03-10,11.8
74,Lausanne (Vidy),2022-08-12,7.0,-7.1,2022-03-07,7.1
75,Morges,2022-08-11,4.9,-3.2,2022-03-06,3.2
76,Commugny,2022-08-12,21.2,1.2,2022-03-07,1.2
77,Gland (Apec),2022-08-10,10.5,-6.6,2022-03-30,6.6
78,Nyon,,,,2022-03-28,
79,Grindelwald,2022-08-10,19.1,-9.6,2022-07-11,9.6
80,Lauterbrunnen,2022-08-12,23.1,-4.6,2022-02-10,4.6
81,Montreux/Pierrier,2022-08-05,5.3,-10.3,2022-07-11,10.3
82,Vevey (Aviron),2022-08-10,8.0,-4.0,2022-03-05,4.0
83,Interlaken,2022-08-10,24.5,1.3,2022-03-07,1.3
84,Yverdon,,,,2022-07-11,
85,Colombier (La Saunerie),2022-08-11,1.6,-4.0,2022-03-13,4.0
86,La-Chaux-de-Fonds,2022-08-12,0.7,0.3,2022-03-06,0.3
87,Neuchatel,2022-08-11,14.8,5.1,2022-03-12,5.1
88,Satigny/Bois-de-Bay,,,,2022-03-21,
89,Thonex/Villette,,,,2022-03-25,
90,Aire,2022-08-11,19.9,4.9,2022-07-04,4.9
91,Laupen,2022-08-11,7.9,-0.9,2022-03-12,0.9
92,Delemont (Sede),2022-08-12,3.2,1.1,2022-02-10,1.1
93,Porrentruy (Sepe),2022-08-10,11.5,-0.8,2022-03-04,0.8
94,Biel,2022-08-11,6.9,1.2,2022-03-06,1.2
95,Saanen,2022-08-12,6.1,-2.6,2022-03-08,2.6
96,Niederglatt (Fischb.-Gl.),2022-08-10,21.9,3.6,2022-07-11,3.6
97,Thunersee,2022-08-11,6.1,-2.4,2022-03-08,2.4
98,Mittl. Emmental,2022-08-11,3.3,-5.1,2022-03-05,5.1
