geoRegion,altersklasse_covid19,per100PersonsTotal
AG,40 - 49,43.01
AI,40 - 49,40.16
AR,40 - 49,45.31
BE,40 - 49,47.46
BL,40 - 49,38.94
BS,40 - 49,49.02
FR,40 - 49,41.47
GE,40 - 49,61.05
GL,40 - 49,38.63
GR,40 - 49,40.84
JU,40 - 49,47.03
LU,40 - 49,43.98
NE,40 - 49,43.26
NW,40 - 49,39.06
SG,40 - 49,44.17
SH,40 - 49,47.52
SO,40 - 49,44.51
SZ,40 - 49,42.12
TG,40 - 49,47.88
TI,40 - 49,36.64
UR,40 - 49,43.12
VD,40 - 49,50.9
ZG,40 - 49,50.98
ZH,40 - 49,46.17
CH,40 - 49,46.27
