geoRegion,altersklasse_covid19,per100PersonsTotal
AG,30 - 39,26.15
AI,30 - 39,24.4
AR,30 - 39,28.44
BE,30 - 39,34.23
BL,30 - 39,20.47
BS,30 - 39,39.06
FR,30 - 39,24.13
GE,30 - 39,31.9
GL,30 - 39,13.83
GR,30 - 39,12.41
JU,30 - 39,31.74
LU,30 - 39,30.75
NE,30 - 39,25.82
NW,30 - 39,19.58
SG,30 - 39,24.79
SH,30 - 39,24.17
SO,30 - 39,25.98
SZ,30 - 39,27.47
TG,30 - 39,29.77
TI,30 - 39,18.25
UR,30 - 39,30.73
VD,30 - 39,36.09
ZG,30 - 39,20.28
ZH,30 - 39,31.36
CH,30 - 39,29.3
