geoRegion,altersklasse_covid19,per100PersonsTotal
AG,50 - 59,45.36
AI,50 - 59,49.9
AR,50 - 59,44.5
BE,50 - 59,47.18
BL,50 - 59,58.75
BS,50 - 59,62.29
FR,50 - 59,48.76
GE,50 - 59,70.92
GL,50 - 59,52.02
GR,50 - 59,54.26
JU,50 - 59,46.5
LU,50 - 59,49.87
NE,50 - 59,48.16
NW,50 - 59,44.6
SG,50 - 59,55.39
SH,50 - 59,47.48
SO,50 - 59,44.51
SZ,50 - 59,43.1
TG,50 - 59,49.79
TI,50 - 59,61.55
UR,50 - 59,50.73
VD,50 - 59,56.38
ZG,50 - 59,62.05
ZH,50 - 59,55.91
CH,50 - 59,53.32
